Var1,Var2,Var3,Var4,Var5,Var6
192.168.5.0,50,1,1100,8-16,not p2p
192.168.4.0,250,25,300,16-24,not p2p
192.168.3.0,50,50,700,0-8,not p2p
192.168.3.0,500,50,900,8-16,not p2p
192.168.5.0,100,25,100,8-16,not p2p
192.168.4.0,500,25,500,0-8,not p2p
192.168.3.0,50,25,300,0-8,not p2p
192.168.2.0,500,1,700,16-24,not p2p
192.168.5.0,250,25,1300,16-24,not p2p
192.168.2.0,500,25,500,8-16,not p2p
192.168.4.0,100,50,1300,0-8,not p2p
192.168.5.0,50,1,1100,0-8,not p2p
192.168.2.0,100,1,100,16-24,not p2p
192.168.4.0,50,5,1100,16-24,not p2p
192.168.3.0,50,50,500,0-8,not p2p
192.168.4.0,500,1,900,16-24,not p2p
192.168.1.0,250,1,1300,0-8,not p2p
192.168.4.0,250,1,100,8-16,not p2p
192.168.4.0,500,1,100,0-8,not p2p
192.168.4.0,50,25,300,8-16,not p2p
192.168.2.0,500,10,900,0-8,not p2p
192.168.5.0,250,10,900,16-24,not p2p
192.168.1.0,100,5,500,8-16,not p2p
192.168.4.0,50,25,100,0-8,not p2p
192.168.5.0,50,5,900,8-16,not p2p
192.168.1.0,50,5,1100,0-8,not p2p
192.168.5.0,250,50,1300,8-16,not p2p
192.168.4.0,250,25,1300,8-16,not p2p
192.168.2.0,1000,25,1300,0-8,not p2p
192.168.1.0,100,5,300,8-16,not p2p
192.168.1.0,250,10,100,0-8,p2p
192.168.2.0,250,50,500,16-24,not p2p
192.168.4.0,1000,5,1100,8-16,not p2p
192.168.4.0,1000,50,100,16-24,not p2p
192.168.5.0,100,1,1100,8-16,not p2p
192.168.1.0,50,50,1300,16-24,not p2p
192.168.2.0,50,1,100,16-24,not p2p
192.168.3.0,50,5,100,8-16,not p2p
192.168.2.0,500,25,1100,8-16,not p2p
192.168.2.0,250,10,1100,8-16,not p2p
192.168.4.0,500,5,100,16-24,not p2p
192.168.3.0,250,5,300,8-16,not p2p
192.168.1.0,500,50,900,8-16,not p2p
192.168.3.0,250,25,300,16-24,not p2p
192.168.2.0,500,10,500,0-8,p2p
192.168.2.0,50,50,1100,8-16,not p2p
192.168.5.0,500,1,1300,0-8,not p2p
192.168.5.0,500,10,1300,8-16,not p2p
192.168.1.0,100,25,900,8-16,not p2p
192.168.3.0,100,5,1300,16-24,not p2p
192.168.1.0,500,5,700,0-8,not p2p
192.168.2.0,250,25,1300,0-8,not p2p
192.168.4.0,500,5,500,0-8,not p2p
192.168.1.0,50,5,500,0-8,not p2p
192.168.1.0,1000,25,900,16-24,not p2p
192.168.2.0,50,10,900,16-24,not p2p
192.168.4.0,100,50,100,0-8,not p2p
192.168.5.0,100,50,300,8-16,not p2p
192.168.1.0,100,10,900,16-24,not p2p
192.168.1.0,1000,5,900,0-8,not p2p
192.168.5.0,500,25,700,8-16,not p2p
192.168.3.0,100,50,1100,0-8,not p2p
192.168.4.0,500,5,900,8-16,not p2p
192.168.2.0,1000,50,700,16-24,not p2p
192.168.1.0,50,5,1100,8-16,not p2p
192.168.5.0,100,1,500,0-8,not p2p
192.168.5.0,1000,25,100,0-8,not p2p
192.168.2.0,100,10,100,8-16,not p2p
192.168.3.0,500,1,700,8-16,not p2p
192.168.1.0,100,1,300,0-8,not p2p
192.168.3.0,100,25,900,0-8,not p2p
192.168.2.0,50,10,900,8-16,not p2p
192.168.3.0,1000,50,1300,8-16,not p2p
192.168.1.0,250,50,100,16-24,not p2p
192.168.1.0,500,1,100,0-8,not p2p
192.168.2.0,250,50,300,8-16,not p2p
192.168.5.0,100,1,1300,16-24,not p2p
192.168.5.0,250,25,1300,16-24,not p2p
192.168.1.0,250,50,1100,16-24,not p2p
192.168.3.0,100,10,700,16-24,not p2p
192.168.1.0,1000,5,1300,0-8,not p2p
192.168.5.0,250,25,300,16-24,not p2p
192.168.2.0,250,1,500,16-24,not p2p
192.168.3.0,500,25,300,0-8,not p2p
192.168.4.0,500,25,1300,16-24,not p2p
192.168.2.0,100,1,900,8-16,not p2p
192.168.5.0,250,1,700,0-8,not p2p
192.168.2.0,500,50,500,16-24,not p2p
192.168.2.0,1000,5,700,0-8,not p2p
192.168.3.0,100,10,700,16-24,not p2p
192.168.4.0,100,5,1300,8-16,not p2p
192.168.4.0,250,1,500,8-16,not p2p
192.168.2.0,50,25,100,16-24,not p2p
192.168.4.0,500,1,100,8-16,not p2p
192.168.4.0,250,5,700,0-8,not p2p
192.168.2.0,250,50,500,16-24,not p2p
192.168.4.0,250,50,900,8-16,not p2p
192.168.4.0,1000,50,500,8-16,not p2p
192.168.5.0,250,50,1100,16-24,not p2p
192.168.1.0,100,50,100,8-16,not p2p
192.168.4.0,500,1,100,16-24,not p2p
192.168.4.0,50,5,1300,16-24,not p2p
192.168.1.0,250,1,100,0-8,p2p
192.168.2.0,50,50,300,8-16,not p2p
192.168.2.0,100,50,700,0-8,not p2p
192.168.1.0,50,50,700,0-8,not p2p
192.168.3.0,100,1,100,16-24,not p2p
192.168.3.0,1000,25,1100,0-8,not p2p
192.168.3.0,50,50,1100,0-8,not p2p
192.168.4.0,100,50,900,16-24,not p2p
192.168.5.0,100,50,500,0-8,not p2p
192.168.1.0,50,1,1300,8-16,not p2p
192.168.4.0,250,10,1100,0-8,not p2p
192.168.1.0,50,1,1300,8-16,not p2p
192.168.4.0,50,50,1100,16-24,not p2p
192.168.4.0,250,25,100,8-16,not p2p
192.168.4.0,1000,10,100,0-8,not p2p
192.168.3.0,250,10,1300,0-8,not p2p
192.168.4.0,1000,5,900,0-8,not p2p
192.168.1.0,50,50,300,0-8,not p2p
192.168.2.0,250,5,1100,8-16,not p2p
192.168.5.0,50,5,900,8-16,not p2p
192.168.5.0,250,25,1300,8-16,not p2p
192.168.4.0,500,1,900,16-24,not p2p
192.168.1.0,50,25,700,0-8,not p2p
192.168.1.0,500,1,1100,8-16,not p2p
192.168.1.0,500,1,900,0-8,not p2p
192.168.5.0,500,10,900,0-8,not p2p
192.168.2.0,250,1,900,0-8,not p2p
192.168.3.0,1000,10,500,16-24,not p2p
192.168.3.0,250,5,500,8-16,not p2p
192.168.3.0,250,50,700,8-16,not p2p
192.168.3.0,500,1,500,16-24,not p2p
192.168.3.0,100,1,1300,0-8,not p2p
192.168.1.0,50,10,100,16-24,not p2p
192.168.1.0,1000,1,700,16-24,not p2p
192.168.2.0,50,1,500,16-24,not p2p
192.168.2.0,100,5,1300,0-8,not p2p
192.168.5.0,50,25,700,8-16,not p2p
192.168.3.0,500,5,300,0-8,p2p
192.168.4.0,50,5,900,0-8,not p2p
192.168.1.0,100,50,900,16-24,not p2p
192.168.4.0,250,25,100,8-16,not p2p
192.168.5.0,50,25,900,8-16,not p2p
192.168.2.0,50,25,300,8-16,not p2p
192.168.1.0,100,5,900,8-16,not p2p
192.168.2.0,50,5,1300,0-8,not p2p
192.168.3.0,500,10,900,0-8,not p2p
192.168.2.0,50,1,500,16-24,not p2p
192.168.5.0,100,50,100,8-16,not p2p
192.168.4.0,100,1,700,16-24,not p2p
192.168.4.0,250,5,900,8-16,not p2p
192.168.2.0,50,10,700,16-24,not p2p
192.168.3.0,250,25,900,0-8,not p2p
192.168.2.0,500,5,1100,8-16,not p2p
192.168.4.0,50,10,100,16-24,not p2p
192.168.3.0,500,5,900,8-16,not p2p
192.168.5.0,1000,25,700,16-24,not p2p
192.168.1.0,50,10,900,8-16,not p2p
192.168.4.0,50,5,900,0-8,not p2p
192.168.5.0,250,10,900,8-16,not p2p
192.168.2.0,1000,50,900,8-16,not p2p
192.168.1.0,50,10,900,8-16,not p2p
192.168.3.0,100,10,100,8-16,not p2p
192.168.5.0,500,10,1300,16-24,not p2p
192.168.1.0,100,10,300,0-8,p2p
192.168.1.0,1000,1,700,0-8,not p2p
192.168.1.0,250,10,700,0-8,not p2p
192.168.5.0,1000,25,100,16-24,not p2p
192.168.1.0,50,5,100,0-8,not p2p
192.168.2.0,500,25,500,16-24,not p2p
192.168.2.0,250,25,900,0-8,not p2p
192.168.4.0,250,50,500,0-8,not p2p
192.168.1.0,1000,10,100,8-16,not p2p
192.168.4.0,1000,5,700,0-8,not p2p
192.168.3.0,1000,10,700,0-8,not p2p
192.168.2.0,500,1,700,0-8,not p2p
192.168.3.0,100,50,1300,8-16,not p2p
192.168.1.0,250,5,1300,0-8,not p2p
192.168.3.0,100,50,100,0-8,not p2p
192.168.1.0,50,5,700,16-24,not p2p
192.168.2.0,500,1,1300,8-16,not p2p
192.168.4.0,500,1,1300,0-8,not p2p
192.168.2.0,250,5,1100,8-16,not p2p
192.168.1.0,50,50,1300,16-24,not p2p
192.168.3.0,250,10,300,0-8,p2p
192.168.1.0,1000,1,500,16-24,not p2p
192.168.5.0,500,25,100,16-24,not p2p
192.168.4.0,250,25,500,8-16,not p2p
192.168.5.0,50,10,900,8-16,not p2p
192.168.3.0,1000,1,300,16-24,not p2p
192.168.5.0,250,25,700,0-8,not p2p
192.168.2.0,100,25,1100,8-16,not p2p
192.168.5.0,100,50,300,8-16,not p2p
192.168.3.0,250,50,900,8-16,not p2p
192.168.4.0,100,50,100,8-16,not p2p
192.168.1.0,1000,25,700,0-8,not p2p
192.168.1.0,1000,10,700,0-8,not p2p
192.168.5.0,500,10,1300,0-8,not p2p
192.168.5.0,1000,10,500,0-8,not p2p
192.168.1.0,50,10,100,0-8,not p2p
192.168.4.0,1000,25,100,8-16,not p2p
192.168.3.0,1000,25,900,8-16,not p2p
192.168.1.0,50,25,1100,0-8,not p2p
192.168.5.0,1000,5,1100,8-16,not p2p
192.168.5.0,100,1,1300,16-24,not p2p
192.168.4.0,50,5,700,16-24,not p2p
192.168.5.0,500,10,900,16-24,not p2p
192.168.4.0,50,50,1300,16-24,not p2p
192.168.2.0,50,25,1100,0-8,not p2p
192.168.1.0,500,50,1100,16-24,not p2p
192.168.1.0,500,5,500,8-16,not p2p
192.168.2.0,1000,25,1100,0-8,not p2p
192.168.4.0,500,1,1300,16-24,not p2p
192.168.2.0,100,25,100,16-24,not p2p
192.168.1.0,250,50,1300,8-16,not p2p
192.168.1.0,50,1,300,0-8,not p2p
192.168.5.0,1000,25,900,16-24,not p2p
192.168.1.0,500,1,1100,16-24,not p2p
192.168.4.0,500,25,100,16-24,not p2p
192.168.3.0,50,10,1300,16-24,not p2p
192.168.4.0,50,5,700,8-16,not p2p
192.168.5.0,1000,50,300,0-8,not p2p
192.168.5.0,100,10,700,16-24,not p2p
192.168.1.0,500,10,900,16-24,not p2p
192.168.5.0,100,5,300,8-16,not p2p
192.168.5.0,500,50,1100,16-24,not p2p
192.168.3.0,500,25,1100,16-24,not p2p
192.168.3.0,1000,25,100,8-16,not p2p
192.168.2.0,50,1,300,8-16,not p2p
192.168.1.0,1000,10,700,8-16,not p2p
192.168.3.0,250,1,100,8-16,not p2p
192.168.3.0,500,1,1300,16-24,not p2p
192.168.3.0,1000,10,1100,0-8,not p2p
192.168.5.0,1000,50,700,8-16,not p2p
192.168.3.0,50,25,1300,8-16,not p2p
192.168.5.0,50,5,500,0-8,not p2p
192.168.4.0,1000,5,1300,8-16,not p2p
192.168.3.0,500,5,300,8-16,not p2p
192.168.2.0,50,10,300,16-24,not p2p
192.168.2.0,50,1,300,0-8,not p2p
192.168.4.0,100,25,700,8-16,not p2p
192.168.2.0,250,10,100,16-24,p2p
192.168.4.0,1000,1,900,8-16,not p2p
192.168.2.0,1000,50,100,0-8,not p2p
192.168.4.0,250,25,1300,0-8,not p2p
192.168.1.0,250,5,1100,16-24,not p2p
192.168.4.0,50,25,500,16-24,not p2p
192.168.1.0,100,5,900,8-16,not p2p
192.168.2.0,250,1,900,8-16,not p2p
192.168.3.0,100,25,900,0-8,not p2p
192.168.2.0,500,1,700,0-8,not p2p
192.168.4.0,50,50,500,16-24,not p2p
192.168.4.0,100,1,100,16-24,not p2p
192.168.2.0,500,5,700,16-24,not p2p
192.168.1.0,50,50,1100,8-16,not p2p
192.168.2.0,250,5,900,8-16,not p2p
192.168.3.0,500,25,900,0-8,not p2p
192.168.4.0,50,5,700,16-24,not p2p
192.168.2.0,100,50,300,0-8,not p2p
192.168.3.0,250,10,100,0-8,p2p
192.168.1.0,50,10,500,16-24,not p2p
192.168.3.0,1000,10,500,16-24,not p2p
192.168.4.0,500,1,1300,0-8,not p2p
192.168.5.0,250,50,1300,8-16,not p2p
192.168.2.0,1000,10,500,8-16,not p2p
192.168.5.0,100,25,700,8-16,not p2p
192.168.4.0,100,1,1300,0-8,not p2p
192.168.2.0,1000,1,500,8-16,not p2p
192.168.1.0,50,5,1300,0-8,not p2p
192.168.1.0,1000,1,1100,0-8,not p2p
192.168.1.0,1000,50,500,0-8,not p2p
192.168.2.0,100,5,100,0-8,p2p
192.168.1.0,100,1,100,0-8,not p2p
192.168.2.0,1000,5,300,8-16,not p2p
192.168.2.0,500,1,100,0-8,not p2p
192.168.5.0,1000,1,300,8-16,not p2p
192.168.2.0,50,5,1300,16-24,not p2p
192.168.4.0,250,1,100,16-24,not p2p
192.168.5.0,250,50,1100,0-8,not p2p
192.168.3.0,250,5,100,0-8,p2p
192.168.5.0,250,10,1300,16-24,not p2p
192.168.4.0,1000,10,500,16-24,not p2p
192.168.1.0,50,25,500,0-8,not p2p
192.168.2.0,1000,25,900,8-16,not p2p
192.168.4.0,1000,10,100,0-8,not p2p
192.168.1.0,50,10,700,0-8,not p2p
192.168.2.0,50,5,300,0-8,not p2p
192.168.4.0,500,10,500,16-24,not p2p
192.168.2.0,500,1,100,8-16,not p2p
192.168.2.0,500,50,500,8-16,not p2p
192.168.3.0,50,10,700,0-8,not p2p
192.168.5.0,100,10,700,16-24,not p2p
192.168.4.0,1000,1,1300,16-24,not p2p
192.168.2.0,250,25,300,16-24,not p2p
192.168.3.0,250,50,500,16-24,not p2p
192.168.4.0,250,50,100,8-16,not p2p
192.168.3.0,100,10,1100,16-24,not p2p
192.168.4.0,100,1,1300,16-24,not p2p
192.168.1.0,1000,50,100,0-8,not p2p
192.168.3.0,250,10,100,16-24,p2p
192.168.1.0,500,50,1300,16-24,not p2p
192.168.4.0,500,50,700,8-16,not p2p
192.168.3.0,500,25,1300,0-8,not p2p
192.168.1.0,500,50,1100,16-24,not p2p
192.168.2.0,500,1,1300,0-8,not p2p
192.168.5.0,250,1,900,0-8,not p2p
192.168.3.0,1000,5,100,0-8,not p2p
192.168.5.0,500,50,1100,0-8,not p2p
192.168.4.0,1000,1,1100,16-24,not p2p
192.168.3.0,500,25,1100,0-8,not p2p
192.168.2.0,250,1,100,0-8,not p2p
192.168.4.0,250,5,100,16-24,not p2p
192.168.3.0,1000,25,100,8-16,not p2p
192.168.2.0,1000,10,500,16-24,not p2p
192.168.4.0,250,5,700,16-24,not p2p
192.168.3.0,1000,50,100,16-24,not p2p
192.168.1.0,250,25,500,8-16,not p2p
192.168.1.0,50,1,100,0-8,not p2p
192.168.1.0,500,1,900,8-16,not p2p
192.168.2.0,250,5,500,16-24,p2p
192.168.1.0,1000,50,500,0-8,not p2p
192.168.5.0,50,50,500,0-8,not p2p
192.168.5.0,500,10,300,0-8,p2p
192.168.5.0,500,1,900,16-24,not p2p
192.168.1.0,1000,5,700,8-16,not p2p
192.168.1.0,500,10,300,8-16,not p2p
192.168.4.0,1000,10,500,0-8,not p2p
192.168.3.0,250,25,1100,16-24,not p2p
192.168.3.0,50,5,100,8-16,not p2p
192.168.5.0,500,50,700,16-24,not p2p
192.168.3.0,500,10,1100,8-16,not p2p
192.168.2.0,100,1,1300,0-8,not p2p
192.168.1.0,250,1,1100,8-16,not p2p
192.168.4.0,500,10,1100,0-8,not p2p
192.168.4.0,1000,50,1100,8-16,not p2p
192.168.2.0,50,50,1300,8-16,not p2p
192.168.5.0,250,1,1300,16-24,not p2p
192.168.5.0,250,25,500,0-8,not p2p
192.168.3.0,100,10,1300,8-16,not p2p
192.168.3.0,250,50,700,16-24,not p2p
192.168.4.0,100,5,1300,16-24,not p2p
192.168.2.0,1000,1,1100,0-8,not p2p
192.168.3.0,250,10,900,8-16,not p2p
192.168.3.0,50,25,300,16-24,not p2p
192.168.5.0,100,10,700,8-16,not p2p
192.168.3.0,100,5,900,16-24,not p2p
192.168.2.0,250,1,1100,8-16,not p2p
192.168.5.0,50,5,500,8-16,not p2p
192.168.5.0,50,10,1300,8-16,not p2p
192.168.4.0,100,25,1100,0-8,not p2p
192.168.1.0,50,10,900,0-8,not p2p
192.168.4.0,250,5,100,8-16,not p2p
192.168.1.0,500,25,300,0-8,not p2p
192.168.5.0,50,10,500,16-24,not p2p
192.168.3.0,500,50,100,0-8,not p2p
192.168.4.0,500,10,1100,16-24,not p2p
192.168.3.0,500,25,900,16-24,not p2p
192.168.5.0,500,10,1100,8-16,not p2p
192.168.4.0,50,1,1100,8-16,not p2p
192.168.5.0,1000,50,500,8-16,not p2p
192.168.2.0,100,25,100,0-8,not p2p
192.168.1.0,1000,5,1300,0-8,not p2p
192.168.2.0,50,25,500,8-16,not p2p
192.168.4.0,50,25,1100,0-8,not p2p
192.168.3.0,1000,50,1300,0-8,not p2p
192.168.4.0,500,25,700,8-16,not p2p
192.168.1.0,100,25,700,8-16,not p2p
192.168.4.0,250,1,300,0-8,not p2p
192.168.5.0,50,10,1100,16-24,not p2p
192.168.3.0,500,50,300,8-16,not p2p
192.168.4.0,50,5,500,8-16,not p2p
192.168.1.0,250,10,700,16-24,not p2p
192.168.5.0,50,25,1100,8-16,not p2p
192.168.4.0,1000,25,500,8-16,not p2p
192.168.3.0,100,50,500,16-24,not p2p
192.168.3.0,50,5,1100,0-8,not p2p
192.168.5.0,100,10,900,8-16,not p2p
192.168.5.0,500,1,300,16-24,p2p
192.168.3.0,100,5,1300,0-8,not p2p
192.168.4.0,50,25,700,0-8,not p2p
192.168.1.0,1000,1,900,16-24,not p2p
192.168.5.0,50,1,1300,0-8,not p2p
192.168.2.0,100,25,300,8-16,not p2p
192.168.1.0,1000,50,100,0-8,not p2p
192.168.1.0,1000,25,900,16-24,not p2p
192.168.2.0,1000,1,700,0-8,not p2p
192.168.5.0,50,50,300,8-16,not p2p
192.168.2.0,250,50,900,16-24,not p2p
192.168.3.0,50,50,500,8-16,not p2p
192.168.2.0,100,5,1300,8-16,not p2p
192.168.4.0,1000,1,100,0-8,not p2p
192.168.4.0,100,50,300,16-24,not p2p
192.168.5.0,100,5,1100,16-24,not p2p
192.168.3.0,1000,25,100,0-8,not p2p
192.168.4.0,1000,1,100,8-16,not p2p
192.168.3.0,500,25,100,0-8,not p2p
192.168.5.0,1000,50,1100,0-8,not p2p
192.168.3.0,50,5,500,8-16,not p2p
192.168.2.0,500,5,1100,0-8,not p2p
192.168.1.0,250,50,300,8-16,not p2p
192.168.5.0,1000,1,900,8-16,not p2p
192.168.3.0,50,10,1100,16-24,not p2p
192.168.4.0,50,1,100,8-16,not p2p
192.168.5.0,1000,5,500,8-16,not p2p
192.168.1.0,1000,5,1300,16-24,not p2p
192.168.3.0,100,10,1300,16-24,not p2p
192.168.4.0,100,50,1300,0-8,not p2p
192.168.3.0,100,5,700,8-16,not p2p
192.168.2.0,1000,10,900,0-8,not p2p
192.168.2.0,500,1,300,0-8,not p2p
192.168.2.0,50,5,1300,16-24,not p2p
192.168.2.0,50,1,1300,0-8,not p2p
192.168.1.0,250,50,500,16-24,not p2p
192.168.3.0,250,1,1100,0-8,not p2p
192.168.4.0,100,25,700,8-16,not p2p
192.168.3.0,500,25,300,16-24,not p2p
192.168.2.0,250,50,300,8-16,not p2p
192.168.2.0,250,25,1300,0-8,not p2p
192.168.2.0,1000,1,1100,16-24,not p2p
192.168.2.0,250,5,1100,8-16,not p2p
192.168.1.0,50,1,700,0-8,not p2p
192.168.4.0,50,1,700,8-16,not p2p
192.168.2.0,50,1,500,0-8,not p2p
192.168.1.0,500,25,100,16-24,not p2p
192.168.5.0,100,50,700,16-24,not p2p
192.168.1.0,250,1,500,8-16,not p2p
192.168.3.0,500,25,300,16-24,not p2p
192.168.3.0,500,25,500,0-8,not p2p
192.168.3.0,100,25,1300,16-24,not p2p
192.168.1.0,50,25,500,8-16,not p2p
192.168.2.0,500,10,1100,8-16,not p2p
192.168.2.0,1000,1,1300,8-16,not p2p
192.168.4.0,50,1,300,8-16,not p2p
192.168.1.0,1000,1,1100,16-24,not p2p
192.168.1.0,100,25,900,0-8,not p2p
192.168.2.0,500,10,1300,0-8,not p2p
192.168.3.0,250,1,1300,0-8,not p2p
192.168.3.0,1000,1,100,8-16,not p2p
192.168.2.0,500,5,700,0-8,not p2p
192.168.5.0,50,25,700,8-16,not p2p
192.168.1.0,250,1,700,0-8,not p2p
192.168.4.0,50,5,500,8-16,not p2p
192.168.4.0,1000,50,700,8-16,not p2p
192.168.5.0,100,10,300,16-24,p2p
192.168.3.0,250,50,100,0-8,not p2p
192.168.3.0,100,10,500,8-16,not p2p
192.168.1.0,100,25,500,16-24,not p2p
192.168.4.0,500,1,700,8-16,not p2p
192.168.2.0,50,1,100,0-8,not p2p
192.168.1.0,500,25,900,0-8,not p2p
192.168.1.0,250,10,700,0-8,not p2p
192.168.3.0,50,50,1300,16-24,not p2p
192.168.5.0,50,50,900,8-16,not p2p
192.168.2.0,1000,5,100,0-8,not p2p
192.168.4.0,100,10,100,0-8,not p2p
192.168.1.0,500,50,700,16-24,not p2p
192.168.5.0,500,50,1100,8-16,not p2p
192.168.3.0,100,1,900,8-16,not p2p
192.168.3.0,50,5,700,16-24,not p2p
192.168.5.0,500,50,500,0-8,not p2p
192.168.5.0,1000,25,1300,8-16,not p2p
192.168.4.0,50,1,1100,0-8,not p2p
192.168.5.0,1000,10,1300,16-24,not p2p
192.168.1.0,100,5,100,0-8,p2p
192.168.1.0,500,10,300,0-8,p2p
192.168.4.0,1000,10,500,8-16,not p2p
192.168.2.0,50,1,900,16-24,not p2p
192.168.1.0,1000,50,500,0-8,not p2p
192.168.1.0,1000,1,500,0-8,not p2p
192.168.2.0,100,25,700,8-16,not p2p
192.168.2.0,250,10,300,0-8,p2p
192.168.1.0,250,50,700,16-24,not p2p
192.168.1.0,250,50,900,8-16,not p2p
192.168.2.0,500,1,500,0-8,not p2p
192.168.5.0,250,50,900,16-24,not p2p
192.168.1.0,100,10,1300,16-24,not p2p
192.168.2.0,1000,50,700,16-24,not p2p
192.168.1.0,50,50,900,8-16,not p2p
192.168.4.0,1000,10,500,0-8,not p2p
192.168.5.0,1000,50,1100,16-24,not p2p
192.168.2.0,50,50,900,8-16,not p2p
192.168.1.0,1000,10,1100,0-8,not p2p
192.168.3.0,500,10,100,8-16,not p2p
192.168.5.0,50,1,1100,0-8,not p2p
192.168.3.0,50,50,300,16-24,not p2p
192.168.2.0,500,1,300,16-24,not p2p
192.168.4.0,250,25,500,8-16,not p2p
192.168.5.0,1000,10,900,0-8,not p2p
192.168.2.0,1000,5,300,8-16,not p2p
192.168.4.0,250,5,900,16-24,not p2p
192.168.1.0,250,5,1100,0-8,not p2p
192.168.1.0,100,50,1300,16-24,not p2p
192.168.2.0,50,1,1300,16-24,not p2p
192.168.2.0,250,10,300,8-16,not p2p
192.168.2.0,1000,25,100,0-8,not p2p
192.168.3.0,1000,25,500,16-24,not p2p
192.168.4.0,100,5,100,0-8,not p2p
192.168.4.0,50,5,100,16-24,not p2p
192.168.2.0,1000,25,100,16-24,not p2p
192.168.2.0,100,5,300,8-16,not p2p
192.168.5.0,100,10,700,8-16,not p2p
192.168.4.0,50,10,1100,16-24,not p2p
192.168.4.0,500,25,1300,8-16,not p2p
192.168.3.0,250,1,500,8-16,not p2p
192.168.2.0,250,10,700,8-16,not p2p
192.168.2.0,500,5,100,0-8,p2p
192.168.3.0,1000,50,500,16-24,not p2p
192.168.1.0,500,50,500,16-24,not p2p
192.168.5.0,50,25,100,8-16,not p2p
192.168.3.0,1000,5,700,8-16,not p2p
192.168.3.0,250,10,700,16-24,not p2p
192.168.3.0,50,50,500,8-16,not p2p
192.168.1.0,100,5,1100,16-24,not p2p
192.168.2.0,50,5,300,8-16,not p2p
192.168.4.0,1000,25,100,16-24,not p2p
192.168.2.0,250,1,300,0-8,not p2p
192.168.3.0,100,5,100,16-24,p2p
192.168.5.0,500,10,300,8-16,not p2p
192.168.1.0,500,25,1300,8-16,not p2p
192.168.1.0,100,1,1100,8-16,not p2p
192.168.3.0,100,50,1100,16-24,not p2p
192.168.1.0,500,50,500,16-24,not p2p
192.168.2.0,250,5,1300,16-24,not p2p
192.168.4.0,250,25,700,0-8,not p2p
192.168.1.0,1000,10,500,8-16,not p2p
192.168.3.0,1000,1,1100,0-8,not p2p
192.168.3.0,50,10,1100,8-16,not p2p
192.168.4.0,100,50,900,8-16,not p2p
192.168.5.0,50,1,1100,0-8,not p2p
192.168.2.0,50,10,100,0-8,not p2p
192.168.4.0,50,10,1300,8-16,not p2p
192.168.1.0,100,50,100,0-8,not p2p
192.168.2.0,50,10,100,0-8,not p2p
192.168.4.0,250,50,300,8-16,not p2p
192.168.3.0,1000,50,1100,8-16,not p2p
192.168.2.0,100,10,500,0-8,p2p
192.168.4.0,250,10,1100,8-16,not p2p
192.168.4.0,50,50,1300,0-8,not p2p
192.168.2.0,250,1,900,16-24,not p2p
192.168.2.0,50,25,100,0-8,not p2p
192.168.5.0,250,10,1300,8-16,not p2p
192.168.1.0,50,10,900,16-24,not p2p
192.168.3.0,50,50,1300,0-8,not p2p
192.168.1.0,100,1,300,0-8,not p2p
192.168.5.0,50,5,300,8-16,not p2p
192.168.4.0,50,1,300,8-16,not p2p
192.168.3.0,250,5,1100,8-16,not p2p
192.168.4.0,1000,10,300,0-8,not p2p
192.168.2.0,50,5,300,16-24,not p2p
192.168.1.0,250,10,500,8-16,not p2p
192.168.3.0,250,5,900,8-16,not p2p
192.168.3.0,100,1,500,16-24,not p2p
192.168.5.0,500,50,700,16-24,not p2p
192.168.5.0,1000,1,1300,16-24,not p2p
192.168.4.0,100,5,900,0-8,not p2p
192.168.5.0,50,10,1100,0-8,not p2p
192.168.5.0,500,50,900,8-16,not p2p
192.168.5.0,500,1,500,0-8,not p2p
192.168.1.0,500,25,1100,16-24,not p2p
192.168.3.0,1000,25,900,8-16,not p2p
192.168.4.0,1000,50,1100,16-24,not p2p
192.168.3.0,250,10,1100,8-16,not p2p
192.168.4.0,1000,50,100,16-24,not p2p
192.168.5.0,500,50,300,0-8,not p2p
192.168.3.0,500,50,100,8-16,not p2p
192.168.1.0,50,1,1100,16-24,not p2p
192.168.5.0,1000,10,1300,8-16,not p2p
192.168.3.0,1000,5,500,16-24,not p2p
192.168.4.0,250,50,900,8-16,not p2p
192.168.5.0,50,50,300,16-24,not p2p
192.168.4.0,1000,50,300,8-16,not p2p
192.168.1.0,50,1,1100,0-8,not p2p
192.168.2.0,50,50,100,8-16,not p2p
192.168.4.0,50,10,700,0-8,not p2p
192.168.4.0,50,10,300,16-24,not p2p
192.168.1.0,100,50,100,8-16,not p2p
192.168.5.0,500,25,1100,16-24,not p2p
192.168.3.0,100,25,500,8-16,not p2p
192.168.1.0,100,10,1300,16-24,not p2p
192.168.1.0,500,50,100,0-8,not p2p
192.168.3.0,1000,50,1100,8-16,not p2p
192.168.4.0,250,5,1300,16-24,not p2p
192.168.5.0,500,25,700,8-16,not p2p
192.168.1.0,1000,1,900,16-24,not p2p
192.168.1.0,1000,25,100,16-24,not p2p
192.168.5.0,250,5,300,0-8,p2p
192.168.1.0,1000,5,100,16-24,not p2p
192.168.2.0,250,1,900,0-8,not p2p
192.168.5.0,500,50,700,0-8,not p2p
192.168.5.0,50,50,1100,0-8,not p2p
192.168.1.0,250,10,1100,0-8,not p2p
192.168.5.0,100,1,100,8-16,not p2p
192.168.5.0,250,25,500,8-16,not p2p
192.168.2.0,50,25,1300,8-16,not p2p
